target,뜻,기존레벨,제안레벨,변경,zipf,토큰,판정근거,검토필요
원론적,어떤 것의 본질이나 바탕이 되는 것,2,2,,3.16,원론+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(원론+적),
원망,못마땅하게 여기어 탓하거나 불평을 품고 미워함,2,2,,3.89,원망,zipf 3.89 — 보통,
원시,시작하는 처음,2,2,,3.79,원시,zipf 3.79 — 보통,
원인,어떤 사물이나 상태를 변화시키는 근본이 된 일,1,1,,4.83,원인,zipf 4.83 — 익숙,
원초적,일이나 사물이 시작되는 가장 첫머리에 해당하는 본질적인 것,2,2,,3.40,원초+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(원초+적),
위선,겉으로만 그럴듯하게 선한 체하며 속으로는 딴마음을 품음,2,2,,3.58,위선,zipf 3.58 — 보통,
유기성,생명체의 장기들처럼 여러 부분이 서로 긴밀하게 연결되어 떼어낼 수 없는 ,3,3,,0.00,유기성,빈도표에 없음 → 매우 드묾,
유도,어떤 방향이나 상태로 이끎,2,2,,4.48,유도,zipf 4.48 — 보통,
유려하다,"글이나 말, 곡선 따위가 거침없이 미끈하고 아름답다",2,2,,3.08,유려+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(유려+하+다),
유력,어떤 일이 일어날 가능성이 매우 높음,2,2,,4.02,유력,zipf 4.02 — 보통,
유리하다,【…에 / 에게】 이익이 있다,2,2,,4.81,유리+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(유리+하+다),
유상증자,기업이 주식을 새로 발행하여 기존 주주나 일반인에게 돈을 받고 파는 일,2,2,,3.02,유상+증자,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(유상+증자),
유연성,상황에 맞게 융통성 있게 대처하는 부드러운 성질,1,1,,4.05,유연+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(유연+성),
유의미,가치나 의미가 있음,2,2,,3.22,유의미,zipf 3.22 — 보통,
유추,비슷한 성질을 가진 것을 통해 다른 사물이나 현상을 미루어 짐작함,2,2,,3.43,유추,zipf 3.43 — 보통,
유한성,인간이나 존재가 영원하지 못하고 일정한 시공간적 한계를 지님,3,3,,3.79,유한+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(유한+성),
유형,형상이나 형체가 있음,1,1,,4.59,유형,zipf 4.59 — 익숙,
유희,목적을 달성하려는 긴장이나 압박에서 벗어나 즐겁고 자유롭게 노는 지적/예,2,2,,3.57,유희,zipf 3.57 — 보통,
융합,다른 종류의 것이 녹아서 서로 구별이 없게 하나로 합해짐,2,2,,4.12,융합,zipf 4.12 — 보통,
응시,시험이나 검사 따위를 치름,2,2,,3.88,응시,zipf 3.88 — 보통,
의구심,의심스러운 마음,2,2,,3.25,의구심,zipf 3.25 — 보통,
의연하다,의지가 굳세어서 끄떡없다,3,3,,0.00,의연+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(의연+하+다),
의지,어떤 일이나 목표를 뜻한 대로 실현하려는 단단하고 주체적인 마음,1,1,,4.59,의지,zipf 4.59 — 익숙,
이면,겉으로 드러나지 않는 속사정이나 숨겨진 부분,2,2,,3.55,이면,zipf 3.55 — 보통,
이성,감정에 휘둘리지 않고 사리를 올바르게 분별하여 생각하고 논리적으로 추론하,2,2,,4.35,이성,zipf 4.35 — 보통,
이성주의,이성과 논리적 사유를 지식과 진리의 유일한 근원으로 삼는 태도,3,3,,0.00,이성주의,빈도표에 없음 → 매우 드묾,
이유,어떠한 결론이나 결과에 이른 까닭,1,1,,5.54,이유,zipf 5.54 — 익숙,
이탈,"정해진 가치, 궤도, 관계 혹은 집단의 굴레로부터 빠져 벗어남",2,2,,4.07,이탈,zipf 4.07 — 보통,
이행,"약속이나 계약, 의무 따위를 실제로 행함",2,2,,4.21,이행,zipf 4.21 — 보통,
인도,사람으로서 마땅히 지켜야 할 도리.,1,1,,4.87,인도,zipf 4.87 — 익숙,
인본주의,인간의 가치와 존엄성을 최고의 원칙으로 삼는 사상,3,3,,0.00,인본주의,빈도표에 없음 → 매우 드묾,
인수합병,기업을 사들이거나 다른 기업과 하나로 합치는 일,2,2,,3.97,인수+합병,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(인수+합병),
인습적,"예전의 풍습, 습관, 예절 따위를 그대로 따르는. 또는 그런 것",2,2,,0.00,인습+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(인습+적),
인용,남의 말이나 글을 자신의 말이나 글 속에 끌어 씀,1,1,,4.55,인용,zipf 4.55 — 익숙,
인위,자연 그대로가 아닌 사람의 힘으로 억지로 꾸며 행함,2,2,,3.60,인위,zipf 3.60 — 보통,
인지도,어떤 사람이나 물건을 알아보는 정도,2,2,,3.54,인지도,zipf 3.54 — 보통,
일관성,방법이나 태도가 처음부터 끝까지 변함없이 같은 성질,1,1,,4.05,일관+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(일관+성),
일반화,개별적인 현상을 전체에 두루 통하는 것으로 만듦,2,2,,5.18,일반+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(일반+화),
일체감,타인이나 집단과 자신이 한 몸처럼 연결되어 있다고 느끼는 마음,3,3,,0.00,일체감,빈도표에 없음 → 매우 드묾,
일탈,사회적 규범이나 정해진 궤도에서 벗어남,2,2,,3.58,일탈,zipf 3.58 — 보통,
입체적,한쪽 면만이 아닌 여러 방면과 깊이를 지닌 것,2,2,,3.95,입체+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(입체+적),
자각,자기 자신의 상태나 가치를 스스로가 깊이 느껴서 깨달음,2,2,,3.79,자각,zipf 3.79 — 보통,
자격지심,자기가 한 일에 대하여 스스로 미흡하게 여기는 마음,3,3,,0.00,자격지심,빈도표에 없음 → 매우 드묾,
자긍심,스스로에게 긍지를 가지는 마음,3,3,,0.00,자긍심,빈도표에 없음 → 매우 드묾,
자기기만,스스로 자신의 진심을 속이거나 모른 체하여 정당화함,3,3,,5.50,자기+기+만,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(자기+기+만),
자기부정,더 높은 의식으로 거듭나기 위해 현재의 낡은 자아를 해체하고 부인함,3,3,,4.76,자기+부정,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(자기+부정),
자기소외,자신의 주체적인 본질을 잃어버리고 스스로에게 낯설어지는 상태,3,3,,3.71,자기+소외,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(자기+소외),
자리매김,사회나 사람들의 인식 따위에 어느 정도의 고정된 위치를 차지함. 또는 그,2,2,,3.50,자리매김,zipf 3.50 — 보통,
자부심,자기 자신이나 자기와 관련된 것의 가치나 능력을 믿고 당당히 여기는 마음,2,2,,3.81,자부심,zipf 3.81 — 보통,
자비,타인의 허물을 깊이 감싸안고 그의 아픔을 안타깝게 여겨 널리 사랑을 베풂,2,2,,4.09,자비,zipf 4.09 — 보통,
자생적,외부의 도움이나 강요 없이 스스로 생겨나 자라는 것,3,3,,3.58,자생+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(자생+적),
자아,자기 자신을 타인이나 대상과 뚜렷이 구별하여 의식하는 주체적인 마음,2,2,,4.21,자아,zipf 4.21 — 보통,
자원,인간 생활에 이용되는 원료,1,1,,4.71,자원,zipf 4.71 — 익숙,
자율성,남의 지배나 구속을 받지 아니하고 스스로의 원칙에 따라 통제하고 다스리는,2,2,,4.13,자율+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(자율+성),
자의적,일정한 질서를 무시하고 제멋대로 하는. 또는 그런 것,2,2,,3.52,자의+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(자의+적),
자주성,남에게 예속되거나 휘둘리지 않고 제 뜻대로 제 삶을 지켜나가는 성질,3,3,,4.96,자주+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(자주+성),
자책,자신의 결함이나 잘못에 대하여 스스로 깊이 뉘우치고 자신을 책망함,2,2,,3.57,자책,zipf 3.57 — 보통,
작성,"서류, 원고 따위를 만듦",1,1,,4.78,작성,zipf 4.78 — 익숙,
잠재적,겉으로 드러나지 않고 속에 숨어 있는 것,1,1,,4.07,잠재+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(잠재+적),
잠정,당분간 정함,2,2,,3.68,잠정,zipf 3.68 — 보통,
장황하다,매우 길고 번거롭다,2,2,,3.07,장황+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(장황+하+다),
재정건전성,국가나 지방 자치 단체의 재정 상태가 건전한 정도,2,2,,4.00,재정+건전+성,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(재정+건전+성),
재활용,못 쓰게 된 것을 손질하여 다시 씀,1,1,,4.64,재+활용,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(재+활용),
전개,열리어 나타남,1,1,,4.53,전개,zipf 4.53 — 익숙,
전망,앞날을 헤아려 내다봄. 또는 내다보이는 장래의 상황,2,2,,4.08,전망,zipf 4.08 — 보통,
전반,어떤 범위 안의 모든 부분.,2,2,,4.41,전반,zipf 4.41 — 보통,
전유,외부의 문물이나 사상을 온전히 자기 것으로 만들어 독차지함,3,3,,0.00,전유,빈도표에 없음 → 매우 드묾,
전율,몹시 두렵거나 큰 감동을 느끼거나 하여 몸이 벌벌 떨림,2,2,,3.24,전율,zipf 3.24 — 보통,
전제,어떤 사물이나 현상을 이루기 위하여 먼저 내세우는 바탕,2,2,,4.18,전제,zipf 4.18 — 보통,
전통,예로부터 이어져 내려오는 사상이나 관습,1,1,,4.92,전통,zipf 4.92 — 익숙,
전형,같은 부류의 특징을 가장 잘 나타내는 대표적인 표본이나 인물,2,2,,4.35,전형,zipf 4.35 — 보통,
전환,다른 방향이나 상태로 바뀌거나 바꿈,1,1,,4.70,전환,zipf 4.70 — 익숙,
절대성,다른 가치와 비교되거나 어떠한 조건에도 제약을 받지 않는 고유한 가치나 ,3,3,,4.98,절대+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(절대+성),
점진적,조급하게 서두르지 않고 차례를 따라 조금씩 나아가는 것,2,2,,3.51,점진+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(점진+적),
접수,서류나 물건 따위를 받아들임,2,2,,4.25,접수,zipf 4.25 — 보통,
정교하다,솜씨나 기술 따위가 정밀하고 교묘하다,2,2,,4.05,정교+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(정교+하+다),
정교화,"생각이나 기술, 이론 등을 더욱 정밀하고 꼼꼼하게 다듬음",3,3,,0.00,정교화,빈도표에 없음 → 매우 드묾,
정규,정해진 규칙이나 규격에 맞음,2,2,,4.47,정규,zipf 4.47 — 보통,
정리,흐트러지거나 어수선한 것을 한데 모으거나 치움,1,1,,5.06,정리,zipf 5.06 — 익숙,
정진,힘써 나아감,2,2,,3.57,정진,zipf 3.57 — 보통,
정체,사물이 발전하거나 나아가지 못하고 한자리에 머물러 그침,1,1,,4.63,정체,zipf 4.63 — 익숙,
정체성,변하지 않는 자신의 본질이나 유일한 존재로서의 자각,2,2,,4.61,정체+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(정체+성),
정합성,어떤 논리적 체계나 진술들이 어긋남 없이 긴밀하고 통일되게 들어맞음,3,3,,0.00,정합성,빈도표에 없음 → 매우 드묾,
제고,수준이나 정도를 높임,2,2,,3.56,제고,zipf 3.56 — 보통,
제기,의견이나 문제를 내어놓음,1,1,,4.64,제기,zipf 4.64 — 익숙,
제안,안이나 의견으로 내놓음. 또는 그 안이나 의견,1,1,,4.90,제안,zipf 4.90 — 익숙,
제압,상대편을 눌러서 꼼짝 못 하게 함,2,2,,3.89,제압,zipf 3.89 — 보통,
제약,행동이나 현상이 마음대로 펼쳐지지 못하도록 막아 두는 한계나 조건,2,2,,4.27,제약,zipf 4.27 — 보통,
제어,"감정이나 욕망, 기계 등을 목적에 맞게 조절함",1,1,,4.54,제어,zipf 4.54 — 익숙,
조바심,조마조마하여 마음을 졸임. 또는 그렇게 졸이는 마음,2,2,,3.07,조바심,zipf 3.07 — 보통,
조성,무엇을 만들어서 이룸,1,1,,4.63,조성,zipf 4.63 — 익숙,
조율,서로 다른 입장이나 생각들을 알맞게 맞추어 조화롭게 만듦,2,2,,3.65,조율,zipf 3.65 — 보통,
조응,서로 떨어져 있으면서도 긴밀하게 조화를 이루며 들어맞음,3,3,,0.00,조응,빈도표에 없음 → 매우 드묾,
조정,어떤 기준이나 실정에 맞게 정돈함,1,1,,4.84,조정,zipf 4.84 — 익숙,
존경,타인의 숭고한 인격이나 성취를 우러러보고 소중히 대함,2,2,,4.43,존경,zipf 4.43 — 보통,
존립,스스로 서서 유지되거나 생존해 나감,2,2,,3.02,존립,zipf 3.02 — 보통,
존엄성,지위나 조건에 관계없이 존재 자체로서 최고로 높고 엄숙한 대접을 받아야 ,3,3,,3.87,존엄+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(존엄+성),
죄책감,저지른 잘못에 대하여 책임을 느끼는 마음,2,2,,3.95,죄책감,zipf 3.95 — 보통,
주관,자기만의 고유한 관점이나 주관적인 생각 혹은 판단,2,2,,4.43,주관,zipf 4.43 — 보통,
주기,같은 현상이나 특징이 한 번 나타나고부터 다음번 되풀이되기까지의 기간,1,1,,4.55,주기,zipf 4.55 — 익숙,
주요국,중요한 위치를 차지하고 있는 나라,2,2,,0.00,주+요국,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(주+요국),
주체성,어떤 일을 하는 데 스스로의 의지에 따라 처리하는 성질,2,2,,4.30,주체+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(주체+성),
준비,미리 마련하여 갖춤,1,1,,5.46,준비,zipf 5.46 — 익숙,
중도적,어느 한쪽으로 치우치지 아니하고 가운데에 있는. 또는 그런 것,2,2,,4.06,중도+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(중도+적),
즉자적,스스로를 성찰하지 않고 본능이나 상황에 끌려가는 단순한 존재 상태,3,3,,0.00,즉자+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(즉자+적),
즉흥적,그 자리에서 일어나는 감흥이나 기분에 따라 하는. 또는 그런 것,2,2,,3.64,즉흥+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(즉흥+적),
증가율,일정한 기간 동안 수량이나 수치가 늘어나는 비율,2,2,,4.53,증가+율,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(증가+율),
증명,어떤 사항이나 판단 따위에 대하여 그것이 진실인지 아닌지 증거를 들어서 ,1,1,,4.71,증명,zipf 4.71 — 익숙,
지급,돈이나 물품 따위를 정하여진 몫만큼 내줌.,1,1,,4.59,지급,zipf 4.59 — 익숙,
지루하다,시간이 오래 걸리거나 같은 상태가 계속되어 따분하다,1,1,,4.19,지루+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(지루+하+다),
지명,이름을 들어 가리킴.,2,2,,4.10,지명,zipf 4.10 — 보통,
지성,사물의 옳고 그름과 본질을 꿰뚫어 보고 윤리적으로 바른 판단을 내리는 지,2,2,,4.07,지성,zipf 4.07 — 보통,
지속가능한,미래 세대에게 영향을 끼치지 않으면서 현재의 필요를 충족시킬 수 있는,2,2,,4.72,지속+가능+한,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(지속+가능+한),
지시,가리켜 보임,1,1,,4.66,지시,zipf 4.66 — 익숙,
지식인,높은 지식을 지니고 사회의 모순을 비판하며 실천하는 지성인,2,2,,4.77,지식+인,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(지식+인),
지양,더 높은 단계로 나아가기 위하여 어떤 행동이나 태도를 하지 않음,2,2,,3.48,지양,zipf 3.48 — 보통,
지엽적,본질적이지 않고 곁가지에 불과한 사소하고 부차적인 것,2,2,,0.00,지엽+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(지엽+적),
지장,일이 진행되는 데 거치적거려 방해가 되는 것.,2,2,,3.91,지장,zipf 3.91 — 보통,
지키다,약속이나 규칙 따위를 어기지 아니하고 그대로 하다,1,1,,4.83,지키+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(지키+다),
지향성,의식이 항상 어떤 대상이나 목표를 향하고 있는 성질,3,3,,4.30,지향+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(지향+성),
직관적,복잡한 사고나 추리를 거치지 않고 본질을 직접적으로 파악하는 것,1,1,,3.73,직관+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(직관+적),
진부하다,"사상, 표현, 행동 따위가 낡아서 새롭지 못하다",2,2,,3.49,진부+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(진부+하+다),
진위,참과 거짓,2,2,,3.36,진위,zipf 3.36 — 보통,
진전,일이 앞을 향하여 나아감,2,2,,4.05,진전,zipf 4.05 — 보통,
진정성,위선이나 꾸밈이 전혀 없이 참되고 정직하여 믿을 만한 깊은 성품,2,2,,4.89,진정+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(진정+성),
진출,어떤 방면으로 활동 범위나 세력을 넓혀 나아감,1,1,,4.72,진출,zipf 4.72 — 익숙,
진흥기관,어떤 분야의 발전을 장려하고 일으키는 역할을 하는 기관,3,3,,4.27,진흥+기관,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(진흥+기관),
질문,모르거나 의심나는 점을 물음,1,1,,5.20,질문,zipf 5.20 — 익숙,
집중,한 가지 일에 모든 힘을 쏟아부음,1,1,,4.90,집중,zipf 4.90 — 익숙,
징계,잘못을 저지른 사람에게 주는 벌,2,2,,4.06,징계,zipf 4.06 — 보통,
차별,둘 이상의 대상을 차등을 두어 구별함,1,1,,4.81,차별,zipf 4.81 — 익숙,
차별화,둘 사이를 구별 지어 서로 다른 독특한 성질을 드러냄,2,2,,4.77,차별+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(차별+화),
차원,사물을 보거나 생각하는 처지. 또는 어떤 생각이나 의견 따위를 이루는 사,1,1,,4.77,차원,zipf 4.77 — 익숙,
차이,서로 같지 아니하고 다름,1,1,,5.10,차이,zipf 5.10 — 익숙,
착수,어떤 일을 시작함,2,2,,4.02,착수,zipf 4.02 — 보통,
착실하다,사람이 허튼 데가 없이 찬찬하며 실하다,2,2,,3.23,착실+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(착실+하+다),
착잡하다,갈피를 잡을 수 없이 뒤섞여 어수선하다,2,2,,0.00,착잡+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(착잡+하+다),
찬사,숭고한 인물이나 업적에 대해 아낌없이 보내는 지극한 칭찬의 말,2,2,,3.68,찬사,zipf 3.68 — 보통,
참다,"웃음, 울음, 아픔 따위를 억누르고 견디다",1,1,,5.41,참+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(참+다),
참담하다,몹시 슬프고 괴롭다. 또는 끔찍하고 절망적이다,2,2,,3.31,참담+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(참담+하+다),
참되다,진실하고 올바르다,2,2,,5.39,참+되+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(참+되+다),
참석,모임이나 회의 따위의 자리에 나아감,1,1,,4.56,참석,zipf 4.56 — 익숙,
참신하다,새롭고 산뜻하다,2,2,,3.46,참신+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(참신+하+다),
참여,어떤 일에 끼어들어 관계함,1,1,,5.50,참여,zipf 5.50 — 익숙,
참조,참고로 비교하고 대조하여 봄,1,1,,4.55,참조,zipf 4.55 — 익숙,
창조,전에 없던 것을 처음으로 만듦,1,1,,4.62,창조,zipf 4.62 — 익숙,
창조성,"새로운 가치나 개념, 예술적인 작품을 독창적으로 만들어 내는 힘",3,3,,4.60,창조+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(창조+성),
창피하다,체면이 깎이는 일을 당하여 부끄럽다,1,1,,3.92,창피+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(창피+하+다),
채록,필요한 자료를 찾아 모아서 적거나 녹음함. 또는 그런 기록이나 녹음,3,3,,0.00,채록,빈도표에 없음 → 매우 드묾,
처리,사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 지음,1,1,,5.11,처리,zipf 5.11 — 익숙,
처연하다,애달프고 구슬프다,3,3,,0.00,처연+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(처연+하+다),
첨가,어떤 것에 다른 것을 더하여 보탬,2,2,,3.81,첨가,zipf 3.81 — 보통,
청소,더럽거나 어지러운 것을 쓸고 닦아서 깨끗하게 함,1,1,,4.55,청소,zipf 4.55 — 익숙,
체계적,일정한 원리에 따라 부분들이 짜임새 있게 조직되어 통일된 전체를 이루는 ,2,2,,4.77,체계+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(체계+적),
체계화,일정한 원리에 따라 낱낱의 부분이 잘 짜여져 통일된 전체로 됨,2,2,,4.75,체계+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(체계+화),
체념,뜻대로 되지 않는 상황을 순순히 받아들이고 바람이나 기대를 내려놓음,2,2,,3.09,체념,zipf 3.09 — 보통,
체제,생기거나 이루어진 틀. 또는 그런 됨됨이. ‘형식01’으로 순화,1,1,,4.73,체제,zipf 4.73 — 익숙,
초대,손님을 청하여 부름,1,1,,4.79,초대,zipf 4.79 — 익숙,
초래,어떤 결과를 가져오게 함,2,2,,4.07,초래,zipf 4.07 — 보통,
초빙,예우를 갖추어 사람을 불러옴,2,2,,3.57,초빙,zipf 3.57 — 보통,
초점,어떤 일의 중심이 되는 부분.,2,2,,4.25,초점,zipf 4.25 — 보통,
초조하다,애가 타서 마음이 조마조마하다,1,1,,3.60,초조+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(초조+하+다),
촉발,어떤 일을 당해 감정이나 충동 등이 일어남,2,2,,3.59,촉발,zipf 3.59 — 보통,
최소화,가장 작게 함,2,2,,4.65,최소+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(최소+화),
추이,시간이 지나면서 일이나 상황이 변해가는 모습,2,2,,3.73,추이,zipf 3.73 — 보통,
추측,미루어 생각하여 헤아림.,2,2,,4.30,추측,zipf 4.30 — 보통,
출간,책이나 신문 따위를 만들어 세상에 내놓음,2,2,,4.29,출간,zipf 4.29 — 보통,
출자,기업의 자본금을 늘리기 위하여 돈을 내어놓음,2,2,,3.68,출자,zipf 3.68 — 보통,
충돌,서로 맞부딪치거나 맞섬,1,1,,4.55,충돌,zipf 4.55 — 익숙,
측면,앞뒤에 대하여 왼쪽이나 오른쪽의 면,1,1,,4.62,측면,zipf 4.62 — 익숙,
측은하다,가엾고 불쌍하다,2,2,,0.00,측은+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(측은+하+다),
치료,병이나 상처 따위를 잘 다스려 낫게 함,1,1,,5.13,치료,zipf 5.13 — 익숙,
치밀하다,자세하고 꼼꼼하다,2,2,,3.60,치밀+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(치밀+하+다),
치열한,기세나 세력이 매우 강함,2,2,,3.98,치열+한,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(치열+한),
치환,어떤 대상을 다른 성질이나 존재로 바꾸어 놓음,2,2,,3.42,치환,zipf 3.42 — 보통,
친정,본래 몸담았던 곳을 비유적으로 이르는 말,2,2,,3.54,친정,zipf 3.54 — 보통,
침울하다,걱정이나 근심에 잠겨서 마음이 우울하다,2,2,,3.10,침울+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(침울+하+다),
침착하다,행동이 들뜨지 아니하고 차분하다,1,1,,4.22,침착+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(침착+하+다),
커밍아웃,자신의 성적 지향이나 성별 정체성을 공개적으로 드러내는 일,2,2,,3.46,커밍아웃,zipf 3.46 — 보통,
컨소시엄,공동의 목적을 위해 여러 개인이나 기업이 결성한 연합체,2,2,,3.40,컨소시엄,zipf 3.40 — 보통,
타당성,사물의 이치에 맞아 올바른 성질,2,2,,3.89,타당+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(타당+성),
타당하다,[형용사] 일의 이치로 보아 옳다,2,2,,3.89,타당+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(타당+하+다),
타자성,나와는 다른 존재로서 지니는 고유하고 이질적인 성질,3,3,,4.19,타자+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(타자+성),
탁월성,남보다 두드러지게 뛰어난 성질,2,2,,3.87,탁월+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(탁월+성),
탄복,매우 감탄하여 마음으로 따름,3,3,,0.00,탄복,빈도표에 없음 → 매우 드묾,
탐닉,어떤 쾌락적인 일이나 감정에 지나치게 빠져 헤어나오지 못하고 조종당함,3,3,,0.00,탐닉,빈도표에 없음 → 매우 드묾,
태연하다,마땅히 머뭇거리거나 두려워할 상황에서 태도나 기색이 아무렇지도 않은 듯이,2,2,,3.56,태연+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(태연+하+다),
통계적,수치와 데이터에 따르는 것,2,2,,4.58,통계+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(통계+적),
통산,전체 횟수를 합침,2,2,,3.68,통산,zipf 3.68 — 보통,
통시적,사물이나 현상의 역사를 시간적 흐름에 따라 살펴보는 것,3,3,,0.00,통시+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(통시+적),
통일성,다양한 요소들이 있으면서도 전체가 하나로서 파악되는 성질,2,2,,4.73,통일+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(통일+성),
통제,일정한 방침이나 목적에 따라 행위를 제한하거나 제약함,1,1,,4.78,통제,zipf 4.78 — 익숙,
통쾌하다,아주 즐겁고 시원하여 유쾌하다,2,2,,3.27,통쾌+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(통쾌+하+다),
통합,"여러 개의 기구나 조직, 생각 등을 하나로 합침",1,1,,4.96,통합,zipf 4.96 — 익숙,
투영,어떤 대상을 다른 사물에 반영하거나 비추어 나타나게 함,2,2,,3.56,투영,zipf 3.56 — 보통,
투표,선거 따위에서 표에 의사를 표시하여 냄,1,1,,4.92,투표,zipf 4.92 — 익숙,
특유,특별히 그 대상만이 가지고 있음,2,2,,4.21,특유,zipf 4.21 — 보통,
파급,어떤 일의 영향이 차차 다른 데로 퍼져 미침,2,2,,3.36,파급,zipf 3.36 — 보통,
파란,예상하지 못한 놀라운 일이나 사건.,2,2,,4.09,파란,zipf 4.09 — 보통,
파열,굳건해 보이던 관계나 사회적 질서가 충돌에 의해 찢어지고 해체됨,2,2,,3.64,파열,zipf 3.64 — 보통,
파편화,전체적인 조화를 잃고 미세한 조각들로 어수선하게 나누어지는 현상,1,1,,3.80,파편+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(파편+화),
편익,편리하고 유익함,2,2,,3.15,편익,zipf 3.15 — 보통,
편재,널리 퍼져 있음,3,3,,0.00,편재,빈도표에 없음 → 매우 드묾,
편차,수치나 상태 등이 일정한 기준에서 벗어난 정도나 크기,2,2,,3.38,편차,zipf 3.38 — 보통,
평년,보통의 해 또는 예년의 기상 상태를 기준으로 한 평균적인 해,2,2,,3.27,평년,zipf 3.27 — 보통,
평형,사물이 한쪽으로 기울지 않고 안정해 있음,2,2,,3.43,평형,zipf 3.43 — 보통,
폐쇄,문이나 통로를 닫아 잠금,2,2,,4.47,폐쇄,zipf 4.47 — 보통,
포괄적,어떤 대상이나 현상을 넓은 범위 안에 묶어 아우르는 것,2,2,,3.97,포괄+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(포괄+적),
포기,하려던 일을 도중에 그만두어 버림,1,1,,4.91,포기,zipf 4.91 — 익숙,
